OBJECTID,PrimaryKey,PlotID,DBKey,Species,AH_SpeciesCover,Hgt_Species_Avg,AH_SpeciesCover_n,Hgt_Species_Avg_n,GrowthHabit,GrowthHabitSub,Duration,Noxious,SG_Group,SpeciesState,State
731252,COS05000_2019_SS-2382019-09-01,SS-238,CO2019RawCleaned.gdb,ERGL2,6.666667000000000,53.000000000000000,10,3,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
731253,COS05000_2019_SS-2382019-09-01,SS-238,CO2019RawCleaned.gdb,POAR8,0.666666700000000,,1,,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
731254,COS05000_2019_SS-2382019-09-01,SS-238,CO2019RawCleaned.gdb,BRPO5,2.000000000000000,,3,,NonWoody,Graminoid,Perennial,NO,,CO,CO
731255,COS05000_2019_SS-2382019-09-01,SS-238,CO2019RawCleaned.gdb,HEVI4,,20.000000000000000,,1,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
731256,COS05000_2019_SS-2382019-09-01,SS-238,CO2019RawCleaned.gdb,PERY,,,,,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
731257,COS05000_2019_SS-2382019-09-01,SS-238,CO2019RawCleaned.gdb,ORLU2,,,,,NonWoody,Forb,Annual,NO,PreferredForb,CO,CO
731258,COS05000_2019_SS-2382019-09-01,SS-238,CO2019RawCleaned.gdb,CANU3,,,,,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
731259,COS05000_2019_SS-2382019-09-01,SS-238,CO2019RawCleaned.gdb,LASE,,,,,NonWoody,Forb,Annual,NO,PreferredForb,CO,CO
731260,COS05000_2019_SS-2382019-09-01,SS-238,CO2019RawCleaned.gdb,BRJA,,,,,NonWoody,Graminoid,Annual,NO,,CO,CO
731261,COS05000_2019_SS-2382019-09-01,SS-238,CO2019RawCleaned.gdb,OPFR,,,,,Woody,Succulent,Perennial,NO,PreferredForb,CO,CO
731262,COS05000_2019_SS-2382019-09-01,SS-238,CO2019RawCleaned.gdb,CACH42,,,,,Woody,Shrub,Perennial,NO,NonSagebrushShrub,CO,CO
731263,COS05000_2019_SS-2382019-09-01,SS-238,CO2019RawCleaned.gdb,WYAM,,,,,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
731264,COS05000_2019_SS-2382019-09-01,SS-238,CO2019RawCleaned.gdb,CHAT,,,,,NonWoody,Forb,Annual,NO,PreferredForb,CO,CO
731265,COS05000_2019_SS-2382019-09-01,SS-238,CO2019RawCleaned.gdb,HEMU3,,,,,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
731266,COS05000_2019_SS-2382019-09-01,SS-238,CO2019RawCleaned.gdb,LILE3,,,,,NonWoody,Forb,Perennial,NO,,CO,CO
731267,COS05000_2019_SS-2382019-09-01,SS-238,CO2019RawCleaned.gdb,GEMA4,,,,,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
731268,COS05000_2019_SS-2382019-09-01,SS-238,CO2019RawCleaned.gdb,ACNEN2,,,,,NonWoody,Graminoid,Perennial,NO,,CO,CO
731269,COS05000_2019_SS-2382019-09-01,SS-238,CO2019RawCleaned.gdb,POGR9,,,,,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
731270,COS05000_2019_SS-2382019-09-01,SS-238,CO2019RawCleaned.gdb,SIAL2,,,,,NonWoody,Forb,Annual,NO,,CO,CO
731271,COS05000_2019_SS-2382019-09-01,SS-238,CO2019RawCleaned.gdb,GUSA2,,,,,Woody,SubShrub,Perennial,NO,NonSagebrushShrub,CO,CO
731272,COS05000_2019_SS-2382019-09-01,SS-238,CO2019RawCleaned.gdb,CANUM2,,,,,NonWoody,Forb,Annual,NO,,CO,CO
731273,COS05000_2019_SS-2382019-09-01,SS-238,CO2019RawCleaned.gdb,EROV,,,,,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
731274,COS05000_2019_SS-2382019-09-01,SS-238,CO2019RawCleaned.gdb,COPA3,,,,,NonWoody,Forb,Annual,NO,PreferredForb,CO,CO
731275,COS05000_2019_SS-2382019-09-01,SS-238,CO2019RawCleaned.gdb,SOSI3,,,,,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
731276,COS05000_2019_SS-2382019-09-01,SS-238,CO2019RawCleaned.gdb,GAMUC,,,,,NonWoody,Forb,Perennial,NO,,CO,CO
731277,COS05000_2019_SS-2382019-09-01,SS-238,CO2019RawCleaned.gdb,BRPO2,,,,,NonWoody,Graminoid,Perennial,NO,TallStaturePerennialGrass,CO,CO
731278,COS05000_2019_SS-2382019-09-01,SS-238,CO2019RawCleaned.gdb,ERFL,,,,,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
731279,COS05000_2019_SS-2382019-09-01,SS-238,CO2019RawCleaned.gdb,LIPO,,,,,NonWoody,Forb,Perennial,NO,,CO,CO
731280,COS05000_2020_MMS-0822019-09-01,MMS-082,CO2019RawCleaned.gdb,BRTE,6.000000000000000,20.125000000000000,9,8,NonWoody,Graminoid,Annual,YES,,CO,CO
731281,COS05000_2020_MMS-0822019-09-01,MMS-082,CO2019RawCleaned.gdb,ARTR2,5.333333000000000,27.500000000000000,8,2,Woody,Shrub,Perennial,NO,Sagebrush,CO,CO
731282,COS05000_2020_MMS-0822019-09-01,MMS-082,CO2019RawCleaned.gdb,ERUM,0.666666700000000,35.666670000000003,1,3,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
731286,COS05000_2020_MMS-0822019-09-01,MMS-082,CO2019RawCleaned.gdb,ERCI6,5.333333000000000,,8,,NonWoody,Forb,Annual,NO,PreferredForb,CO,CO
731287,COS05000_2020_MMS-0822019-09-01,MMS-082,CO2019RawCleaned.gdb,LEPE2,6.666667000000000,23.399999999999999,10,5,NonWoody,Forb,Annual,NO,,CO,CO
731288,COS05000_2020_MMS-0822019-09-01,MMS-082,CO2019RawCleaned.gdb,ALAL3,3.333333000000000,9.750000000000000,5,4,NonWoody,Forb,Annual,NO,,CO,CO
731289,COS05000_2020_MMS-0822019-09-01,MMS-082,CO2019RawCleaned.gdb,RATE,15.333330000000000,2.000000000000000,23,2,NonWoody,Forb,Annual,NO,,CO,CO
731290,COS05000_2020_MMS-0822019-09-01,MMS-082,CO2019RawCleaned.gdb,ELEL5,,23.000000000000000,,3,NonWoody,Graminoid,Perennial,NO,TallStaturePerennialGrass,CO,CO
731291,COS05000_2020_MMS-0822019-09-01,MMS-082,CO2019RawCleaned.gdb,JUOS,,28.000000000000000,,1,Woody,Tree,Perennial,NO,,CO,CO
731292,COS05000_2020_MMS-0822019-09-01,MMS-082,CO2019RawCleaned.gdb,PLJA,,23.500000000000000,,2,NonWoody,Graminoid,Perennial,NO,TallStaturePerennialGrass,CO,CO
731293,COS05000_2020_MMS-0822019-09-01,MMS-082,CO2019RawCleaned.gdb,ARTRW8,,,,,Woody,Shrub,Perennial,NO,Sagebrush,CO,CO
731294,COS05000_2020_MMS-0822019-09-01,MMS-082,CO2019RawCleaned.gdb,CHTE2,,,,,NonWoody,Forb,Annual,NO,,CO,CO
731295,COS05000_2020_MMS-0822019-09-01,MMS-082,CO2019RawCleaned.gdb,ARTRT,,,,,Woody,Shrub,Perennial,NO,Sagebrush,CO,CO
731296,COS05000_2020_MMS-0822019-09-01,MMS-082,CO2019RawCleaned.gdb,XYGL,,,,,NonWoody,Forb,Perennial,NO,,CO,CO
731297,COS05000_2020_MMS-0822019-09-01,MMS-082,CO2019RawCleaned.gdb,ATGA,,,,,Woody,Shrub,Perennial,NO,NonSagebrushShrub,CO,CO
731298,COS05000_2020_MMS-0822019-09-01,MMS-082,CO2019RawCleaned.gdb,DEPI,,,,,NonWoody,Forb,Annual,NO,,CO,CO
731299,COS05000_2020_MMS-0822019-09-01,MMS-082,CO2019RawCleaned.gdb,AMUT,,,,,Woody,Shrub,Perennial,NO,NonSagebrushShrub,CO,CO
731300,COS05000_2020_MMS-0822019-09-01,MMS-082,CO2019RawCleaned.gdb,POPA2,,,,,NonWoody,Graminoid,Perennial,NO,TallStaturePerennialGrass,CO,CO
731301,COS05000_2020_MMS-0822019-09-01,MMS-082,CO2019RawCleaned.gdb,STPII,,,,,NonWoody,Forb,Perennial,NO,,CO,CO
731285,COS05000_2020_MMS-0822019-09-01,MMS-082,CO2019RawCleaned.gdb,SAVE4,7.333333000000000,67.333330000000004,11,3,Woody,Shrub,Perennial,NO,NonSagebrushShrub,CO,CO
731284,COS05000_2020_MMS-0822019-09-01,MMS-082,CO2019RawCleaned.gdb,ATCO,8.000000000000000,32.285710000000002,12,7,Woody,Shrub,Perennial,NO,NonSagebrushShrub,CO,CO
731283,COS05000_2020_MMS-0822019-09-01,MMS-082,CO2019RawCleaned.gdb,TESP2,0.666666700000000,,1,,Woody,Shrub,Perennial,NO,NonSagebrushShrub,CO,CO
732534,COS05000_2020_MC-0492019-09-01,MC-049,CO2019RawCleaned.gdb,COPA3,4.000000000000000,8.000000000000000,6,1,NonWoody,Forb,Annual,NO,PreferredForb,CO,CO
732535,COS05000_2020_MC-0492019-09-01,MC-049,CO2019RawCleaned.gdb,ELEL5,0.666666700000000,,1,,NonWoody,Graminoid,Perennial,NO,TallStaturePerennialGrass,CO,CO
732536,COS05000_2020_MC-0492019-09-01,MC-049,CO2019RawCleaned.gdb,DEPI,0.666666700000000,,1,,NonWoody,Forb,Annual,NO,,CO,CO
732537,COS05000_2020_MC-0492019-09-01,MC-049,CO2019RawCleaned.gdb,ACLE9,1.333333000000000,,2,,NonWoody,Graminoid,Perennial,NO,TallStaturePerennialGrass,CO,CO
732538,COS05000_2020_MC-0492019-09-01,MC-049,CO2019RawCleaned.gdb,ACMI2,2.000000000000000,,3,,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
732539,COS05000_2020_MC-0492019-09-01,MC-049,CO2019RawCleaned.gdb,AMUT,10.000000000000000,150.000000000000000,15,1,Woody,Shrub,Perennial,NO,NonSagebrushShrub,CO,CO
732540,COS05000_2020_MC-0492019-09-01,MC-049,CO2019RawCleaned.gdb,PODO4,1.333333000000000,25.000000000000000,2,4,NonWoody,Forb,Annual,NO,PreferredForb,CO,CO
732541,COS05000_2020_MC-0492019-09-01,MC-049,CO2019RawCleaned.gdb,BERE,0.666666700000000,,1,,Woody,Shrub,Perennial,NO,NonSagebrushShrub,CO,CO
732542,COS05000_2020_MC-0492019-09-01,MC-049,CO2019RawCleaned.gdb,LUAR3,2.000000000000000,,3,,NonWoody,Forb,Perennial,NO,,CO,CO
732543,COS05000_2020_MC-0492019-09-01,MC-049,CO2019RawCleaned.gdb,CAGE2,17.333330000000000,28.500000000000000,26,8,NonWoody,Sedge,Perennial,NO,,CO,CO
732544,COS05000_2020_MC-0492019-09-01,MC-049,CO2019RawCleaned.gdb,QUGA,82.666669999999996,167.750000000000000,124,24,Woody,Shrub,Perennial,NO,NonSagebrushShrub,CO,CO
732545,COS05000_2020_MC-0492019-09-01,MC-049,CO2019RawCleaned.gdb,SYRO,20.000000000000000,48.333329999999997,30,3,Woody,Shrub,Perennial,NO,NonSagebrushShrub,CO,CO
732546,COS05000_2020_MC-0492019-09-01,MC-049,CO2019RawCleaned.gdb,BRIN2,0.666666700000000,42.000000000000000,1,1,NonWoody,Graminoid,Perennial,NO,TallStaturePerennialGrass,CO,CO
732547,COS05000_2020_MC-0492019-09-01,MC-049,CO2019RawCleaned.gdb,VIAM,3.333333000000000,43.500000000000000,5,2,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
732548,COS05000_2020_MC-0492019-09-01,MC-049,CO2019RawCleaned.gdb,CHAL7,2.000000000000000,17.500000000000000,3,2,NonWoody,Forb,Annual,NO,PreferredForb,CO,CO
732549,COS05000_2020_MC-0492019-09-01,MC-049,CO2019RawCleaned.gdb,PIPO,6.666667000000000,210.000000000000000,10,1,Woody,Tree,Perennial,NO,,CO,CO
732550,COS05000_2020_MC-0492019-09-01,MC-049,CO2019RawCleaned.gdb,GAMUC,12.000000000000000,40.600000000000001,18,5,NonWoody,Forb,Perennial,NO,,CO,CO
732551,COS05000_2020_MC-0492019-09-01,MC-049,CO2019RawCleaned.gdb,SOSI3,0.666666700000000,27.000000000000000,1,2,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
732552,COS05000_2020_MC-0492019-09-01,MC-049,CO2019RawCleaned.gdb,THIN,0.666666700000000,,1,,NonWoody,Forb,Annual,NO,,CO,CO
732553,COS05000_2020_MC-0492019-09-01,MC-049,CO2019RawCleaned.gdb,ERGL2,1.333333000000000,70.000000000000000,2,1,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
732554,COS05000_2020_MC-0492019-09-01,MC-049,CO2019RawCleaned.gdb,AF06039,1.333333000000000,,2,,NonWoody,Forb,Annual,NO,,CO,CO
732555,COS05000_2020_MC-0492019-09-01,MC-049,CO2019RawCleaned.gdb,EPBR3,,36.000000000000000,,3,NonWoody,Forb,Annual,NO,PreferredForb,CO,CO
732556,COS05000_2020_MC-0492019-09-01,MC-049,CO2019RawCleaned.gdb,HEVI4,,,,,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
732557,COS05000_2020_MC-0492019-09-01,MC-049,CO2019RawCleaned.gdb,ALGE,,,,,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
732558,COS05000_2020_MC-0492019-09-01,MC-049,CO2019RawCleaned.gdb,WYAM,,,,,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
732559,COS05000_2020_MC-0492019-09-01,MC-049,CO2019RawCleaned.gdb,ELTR7,,,,,NonWoody,Graminoid,Perennial,NO,TallStaturePerennialGrass,CO,CO
732560,COS05000_2020_MC-0492019-09-01,MC-049,CO2019RawCleaned.gdb,POAR8,,,,,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
732561,COS05000_2020_MC-0492019-09-01,MC-049,CO2019RawCleaned.gdb,MARE11,,,,,Woody,Shrub,Perennial,NO,NonSagebrushShrub,CO,CO
732562,COS05000_2020_MC-0492019-09-01,MC-049,CO2019RawCleaned.gdb,ARLU,,,,,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
732563,COS05000_2020_MC-0492019-09-01,MC-049,CO2019RawCleaned.gdb,JUOS,,,,,Woody,Tree,Perennial,NO,,CO,CO
732564,COS05000_2020_MC-0492019-09-01,MC-049,CO2019RawCleaned.gdb,TRDU,,,,,NonWoody,Forb,Annual,NO,PreferredForb,CO,CO
732565,COS05000_2020_MC-0492019-09-01,MC-049,CO2019RawCleaned.gdb,PERY,,,,,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
732566,COS05000_2020_MC-0492019-09-01,MC-049,CO2019RawCleaned.gdb,IPAG,,,,,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
732567,COS05000_2020_MC-0492019-09-01,MC-049,CO2019RawCleaned.gdb,BRJA,,,,,NonWoody,Graminoid,Annual,NO,,CO,CO
732568,COS05000_2020_MC-0492019-09-01,MC-049,CO2019RawCleaned.gdb,LUCA,,,,,NonWoody,Forb,Perennial,NO,,CO,CO
732569,COS05000_2020_MC-0492019-09-01,MC-049,CO2019RawCleaned.gdb,SYCAC,,,,,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
732570,COS05000_2020_MC-0492019-09-01,MC-049,CO2019RawCleaned.gdb,HEMUN,,,,,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
732571,COS05000_2020_MC-0492019-09-01,MC-049,CO2019RawCleaned.gdb,CANU3,,,,,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
732572,COS05000_2020_MC-0492019-09-01,MC-049,CO2019RawCleaned.gdb,LASE,,,,,NonWoody,Forb,Annual,NO,PreferredForb,CO,CO
732573,COS05000_2020_MC-0492019-09-01,MC-049,CO2019RawCleaned.gdb,ACHY,,,,,NonWoody,Graminoid,Perennial,NO,TallStaturePerennialGrass,CO,CO
732574,COS05000_2020_MC-0492019-09-01,MC-049,CO2019RawCleaned.gdb,ERRA3,,,,,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
732575,COS05000_2020_MC-0492019-09-01,MC-049,CO2019RawCleaned.gdb,HEPU3,,,,,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
732576,COS05000_2020_MC-0492019-09-01,MC-049,CO2019RawCleaned.gdb,PAST10,,,,,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
732577,COS05000_2020_MC-0492019-09-01,MC-049,CO2019RawCleaned.gdb,DIBI8,,,,,NonWoody,Forb,Perennial,NO,,CO,CO
732578,COS05000_2020_MC-0492019-09-01,MC-049,CO2019RawCleaned.gdb,ASAS,,,,,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
732579,COS05000_2020_MC-0492019-09-01,MC-049,CO2019RawCleaned.gdb,ASFL,,,,,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
732580,COS05000_2020_MC-0492019-09-01,MC-049,CO2019RawCleaned.gdb,BRCI2,,,,,NonWoody,Graminoid,Perennial,NO,TallStaturePerennialGrass,CO,CO
732581,COS05000_2020_MC-0492019-09-01,MC-049,CO2019RawCleaned.gdb,BRPO2,,,,,NonWoody,Graminoid,Perennial,NO,TallStaturePerennialGrass,CO,CO
732582,COS05000_2020_MC-0492019-09-01,MC-049,CO2019RawCleaned.gdb,COUM,,,,,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
732583,COS05000_2020_MC-0492019-09-01,MC-049,CO2019RawCleaned.gdb,DRPA,,,,,NonWoody,Forb,Perennial,NO,,CO,CO
732584,COS05000_2020_MC-0492019-09-01,MC-049,CO2019RawCleaned.gdb,LIPO,,,,,NonWoody,Forb,Perennial,NO,,CO,CO
732585,COS05000_2020_MC-0492019-09-01,MC-049,CO2019RawCleaned.gdb,MACA2,,,,,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
732586,COS05000_2020_MC-0492019-09-01,MC-049,CO2019RawCleaned.gdb,OSOC,,,,,NonWoody,Forb,Perennial,NO,,CO,CO
732587,COS05000_2020_MC-0492019-09-01,MC-049,CO2019RawCleaned.gdb,PECR5,,,,,Woody,SubShrub,Perennial,NO,PreferredForb,CO,CO
732588,COS05000_2020_MC-0492019-09-01,MC-049,CO2019RawCleaned.gdb,SEWO,,,,,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
732589,COS05000_2020_SD-3542019-09-01,SD-354,CO2019RawCleaned.gdb,BRTE,2.000000000000000,,3,,NonWoody,Graminoid,Annual,YES,,CO,CO
732590,COS05000_2020_SD-3542019-09-01,SD-354,CO2019RawCleaned.gdb,SIAL2,1.333333000000000,,2,,NonWoody,Forb,Annual,NO,,CO,CO
732591,COS05000_2020_SD-3542019-09-01,SD-354,CO2019RawCleaned.gdb,ERCI6,5.333333000000000,,8,,NonWoody,Forb,Annual,NO,PreferredForb,CO,CO
732592,COS05000_2020_SD-3542019-09-01,SD-354,CO2019RawCleaned.gdb,ACHY,4.666667000000000,37.799999999999997,7,5,NonWoody,Graminoid,Perennial,NO,TallStaturePerennialGrass,CO,CO
732593,COS05000_2020_SD-3542019-09-01,SD-354,CO2019RawCleaned.gdb,MEOF,14.000000000000000,16.640000000000001,21,25,NonWoody,Forb,Annual,NO,PreferredForb,CO,CO
732594,COS05000_2020_SD-3542019-09-01,SD-354,CO2019RawCleaned.gdb,CHGR6,25.333330000000000,71.875000000000000,38,16,Woody,Shrub,Perennial,NO,NonSagebrushShrub,CO,CO
732595,COS05000_2020_SD-3542019-09-01,SD-354,CO2019RawCleaned.gdb,ALAC4,,,,,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
732596,COS05000_2020_SD-3542019-09-01,SD-354,CO2019RawCleaned.gdb,ELEL5,,,,,NonWoody,Graminoid,Perennial,NO,TallStaturePerennialGrass,CO,CO
732597,COS05000_2020_SD-3542019-09-01,SD-354,CO2019RawCleaned.gdb,DEPI,,,,,NonWoody,Forb,Annual,NO,,CO,CO
732598,COS05000_2020_SD-3542019-09-01,SD-354,CO2019RawCleaned.gdb,LEAL4,,,,,NonWoody,Forb,Perennial,NO,,CO,CO
732599,COS05000_2020_SD-3542019-09-01,SD-354,CO2019RawCleaned.gdb,LASE,,,,,NonWoody,Forb,Annual,NO,PreferredForb,CO,CO
732600,COS05000_2020_SD-3542019-09-01,SD-354,CO2019RawCleaned.gdb,TRDU,,,,,NonWoody,Forb,Annual,NO,PreferredForb,CO,CO
732601,COS05000_2020_SD-3542019-09-01,SD-354,CO2019RawCleaned.gdb,GUSA2,,,,,Woody,SubShrub,Perennial,NO,NonSagebrushShrub,CO,CO
732602,COS05000_2020_SD-3542019-09-01,SD-354,CO2019RawCleaned.gdb,ERNA10,,,,,Woody,Shrub,Perennial,NO,NonSagebrushShrub,CO,CO
732603,COS05000_2020_SD-3542019-09-01,SD-354,CO2019RawCleaned.gdb,ACRE3,,,,,NonWoody,Forb,Perennial,YES,,CO,CO
732604,COS05000_2020_SD-3542019-09-01,SD-354,CO2019RawCleaned.gdb,COWR2,,,,,NonWoody,Forb,Annual,NO,PreferredForb,CO,CO
732605,COS05000_2020_SD-3542019-09-01,SD-354,CO2019RawCleaned.gdb,HEAN3,,,,,NonWoody,Forb,Annual,NO,PreferredForb,CO,CO
732609,COS05000_2020_SD-3542019-09-01,SD-354,CO2019RawCleaned.gdb,ACMI2,,,,,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
732610,COS05000_2020_PJ-1412019-09-01,PJ-141,CO2019RawCleaned.gdb,GUSA2,3.333333000000000,12.307689999999999,5,13,Woody,SubShrub,Perennial,NO,NonSagebrushShrub,CO,CO
732611,COS05000_2020_PJ-1412019-09-01,PJ-141,CO2019RawCleaned.gdb,DEPI,1.333333000000000,13.000000000000000,2,1,NonWoody,Forb,Annual,NO,,CO,CO
732612,COS05000_2020_PJ-1412019-09-01,PJ-141,CO2019RawCleaned.gdb,ACHY,1.333333000000000,27.000000000000000,2,1,NonWoody,Graminoid,Perennial,NO,TallStaturePerennialGrass,CO,CO
732613,COS05000_2020_PJ-1412019-09-01,PJ-141,CO2019RawCleaned.gdb,ARNO4,1.333333000000000,35.500000000000000,2,2,Woody,Shrub,Perennial,NO,Sagebrush,CO,CO
732614,COS05000_2020_PJ-1412019-09-01,PJ-141,CO2019RawCleaned.gdb,JUOS,8.666667000000000,259.500000000000000,13,4,Woody,Tree,Perennial,NO,,CO,CO
732615,COS05000_2020_PJ-1412019-09-01,PJ-141,CO2019RawCleaned.gdb,PLJA,2.666667000000000,33.500000000000000,4,2,NonWoody,Graminoid,Perennial,NO,TallStaturePerennialGrass,CO,CO
732616,COS05000_2020_PJ-1412019-09-01,PJ-141,CO2019RawCleaned.gdb,LEAL4,0.666666700000000,,1,,NonWoody,Forb,Perennial,NO,,CO,CO
732617,COS05000_2020_PJ-1412019-09-01,PJ-141,CO2019RawCleaned.gdb,YUHA,0.666666700000000,9.000000000000000,1,1,Woody,Succulent,Perennial,NO,,CO,CO
732618,COS05000_2020_PJ-1412019-09-01,PJ-141,CO2019RawCleaned.gdb,XYGL,0.666666700000000,,1,,NonWoody,Forb,Perennial,NO,,CO,CO
732619,COS05000_2020_PJ-1412019-09-01,PJ-141,CO2019RawCleaned.gdb,HENE5,9.333333000000000,39.769230000000000,14,13,NonWoody,Graminoid,Perennial,NO,,CO,CO
732620,COS05000_2020_PJ-1412019-09-01,PJ-141,CO2019RawCleaned.gdb,TETO,1.333333000000000,,2,,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
732621,COS05000_2020_PJ-1412019-09-01,PJ-141,CO2019RawCleaned.gdb,DRCU,0.666666700000000,,1,,NonWoody,Forb,Annual,NO,,CO,CO
732622,COS05000_2020_PJ-1412019-09-01,PJ-141,CO2019RawCleaned.gdb,AF06037,,2.000000000000000,,1,NonWoody,Forb,Annual,NO,,CO,CO
732623,COS05000_2020_PJ-1412019-09-01,PJ-141,CO2019RawCleaned.gdb,PHCR,,19.000000000000000,,1,NonWoody,Forb,Annual,NO,PreferredForb,CO,CO
732624,COS05000_2020_PJ-1412019-09-01,PJ-141,CO2019RawCleaned.gdb,PODO4,,9.500000000000000,,2,NonWoody,Forb,Annual,NO,PreferredForb,CO,CO
732625,COS05000_2020_PJ-1412019-09-01,PJ-141,CO2019RawCleaned.gdb,SH06000,,5.000000000000000,,1,Woody,Shrub,Perennial,NO,NonSagebrushShrub,CO,CO
732626,COS05000_2020_PJ-1412019-09-01,PJ-141,CO2019RawCleaned.gdb,PIED,,,,,Woody,Tree,Perennial,NO,,CO,CO
732627,COS05000_2020_PJ-1412019-09-01,PJ-141,CO2019RawCleaned.gdb,CHFE3,,,,,NonWoody,Forb,Perennial,NO,,CO,CO
732628,COS05000_2020_PJ-1412019-09-01,PJ-141,CO2019RawCleaned.gdb,ASTH2,,,,,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
732629,COS05000_2020_PJ-1412019-09-01,PJ-141,CO2019RawCleaned.gdb,ASAS2,,,,,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
732630,COS05000_2020_PJ-1412019-09-01,PJ-141,CO2019RawCleaned.gdb,OPPOP,,,,,Woody,Succulent,Perennial,NO,PreferredForb,CO,CO
732631,COS05000_2020_PJ-1412019-09-01,PJ-141,CO2019RawCleaned.gdb,LASE,,,,,NonWoody,Forb,Annual,NO,PreferredForb,CO,CO
732632,COS05000_2020_PJ-1412019-09-01,PJ-141,CO2019RawCleaned.gdb,EPTO,,,,,Woody,Shrub,Perennial,NO,NonSagebrushShrub,CO,CO
732633,COS05000_2020_PJ-1412019-09-01,PJ-141,CO2019RawCleaned.gdb,HYFI,,,,,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
732634,COS05000_2020_PJ-1412019-09-01,PJ-141,CO2019RawCleaned.gdb,CHER2,,,,,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
732635,COS05000_2020_PJ-1412019-09-01,PJ-141,CO2019RawCleaned.gdb,FRAN2,,,,,Woody,Shrub,Perennial,NO,NonSagebrushShrub,CO,CO
732636,COS05000_2020_PJ-1412019-09-01,PJ-141,CO2019RawCleaned.gdb,ECCO5,,,,,Woody,Succulent,Perennial,NO,,CO,CO
732637,COS05000_2020_PJ-1412019-09-01,PJ-141,CO2019RawCleaned.gdb,SPCO,,,,,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
732638,COS05000_2020_PJ-1412019-09-01,PJ-141,CO2019RawCleaned.gdb,CRCR3,,,,,NonWoody,Forb,Annual,NO,PreferredForb,CO,CO
732639,COS05000_2020_PJ-1412019-09-01,PJ-141,CO2019RawCleaned.gdb,FEOC3,,,,,NonWoody,Graminoid,Annual,NO,,CO,CO
732640,COS05000_2020_PJ-1412019-09-01,PJ-141,CO2019RawCleaned.gdb,CHAL7,,,,,NonWoody,Forb,Annual,NO,PreferredForb,CO,CO
732641,COS05000_2020_PJ-1412019-09-01,PJ-141,CO2019RawCleaned.gdb,CYFE,,,,,NonWoody,Forb,Perennial,NO,PreferredForb,CO,CO
732608,COS05000_2020_SD-3542019-09-01,SD-354,CO2019RawCleaned.gdb,PHYSA2,,,,,NonWoody,Forb,Perennial,NO,,CO,CO
732607,COS05000_2020_SD-3542019-09-01,SD-354,CO2019RawCleaned.gdb,CANUM2,,,,,NonWoody,Forb,Annual,NO,,CO,CO
732606,COS05000_2020_SD-3542019-09-01,SD-354,CO2019RawCleaned.gdb,PUST,,,,,Woody,Shrub,Perennial,NO,NonSagebrushShrub,CO,CO
732642,COS05000_2020_PJ-1412019-09-01,PJ-141,CO2019RawCleaned.gdb,PESI,,,,,Woody,Succulent,Perennial,NO,PreferredForb,CO,CO
732643,COS05000_2020_PJ-1412019-09-01,PJ-141,CO2019RawCleaned.gdb,STPI,,,,,NonWoody,Forb,Perennial,NO,,CO,CO
